CodOp,NomePrograma,EixoPrioritario,TxCofinanciamentoFinal,ObjetivoTematico,PrioridadeInvestimento,DesignacaoOperacao,SiglaFundoOperacao,BeneficiarioOperacao,DataPrevIn,DataPrevFim,CustoTotalElegivelAprovado,ApoioTotalAprovado,Pais,DesignacaoNUTSII_Dominante,DesignacaoNUTSIII_Dominante,ConcelhoDominante,FreguesiaDominante,CodigoDomínioIntervencaoDominante,ResumoDaOperacao
POISE-01-3118-FSE-000015,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"01 - Acesso ao emprego para os candidatos a emprego e os inativos, incluindo os desempregados de longa duração e as pessoas afastadas do mercado de trabalho, e através de iniciativas locais de emprego e apoio à mobilidade dos trabalhadores ",Integração de jovens e/ou adultos no mercado laboral - Estágios Profissionais,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-06-2016,31-05-2019,23713518.72,20156490.91,PT,Centro,,,,V01102,"As medidas de estágios visam complementar e desenvolver as competências dos desempregados que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-01-3118-FSE-000016,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"01 - Acesso ao emprego para os candidatos a emprego e os inativos, incluindo os desempregados de longa duração e as pessoas afastadas do mercado de trabalho, e através de iniciativas locais de emprego e apoio à mobilidade dos trabalhadores ",Integração de jovens e/ou adultos no mercado laboral - Apoios à Contratação,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2016,31-12-2019,26111467.86,22194747.68,PT,Norte,,,,V01102,"Medidas de apoio à contratação que consistem na concessão de um apoio financeiro ao empregador que celebre contrato de trabalho com desempregado inscrito nos serviços de emprego, tendo em vista combater o desemprego, fomentando a criação líquida de postos de trabalho e promovendo a contratação de públicos mais desfavorecidos e o reforço de vínculos laborais mais estáveis e combatendo a segmentação e a precariedade no mercado de trabalho."
POISE-01-3118-FSE-000017,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"01 - Acesso ao emprego para os candidatos a emprego e os inativos, incluindo os desempregados de longa duração e as pessoas afastadas do mercado de trabalho, e através de iniciativas locais de emprego e apoio à mobilidade dos trabalhadores ",Integração de jovens e/ou adultos no mercado laboral - Apoios à Contratação,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2016,31-12-2019,15177173.49,12900597.47,PT,Centro,,,,V01102,"Medidas de apoio à contratação que consistem na concessão de um apoio financeiro ao empregador que celebre contrato de trabalho com desempregado inscrito nos serviços de emprego, tendo em vista combater o desemprego, fomentando a criação líquida de postos de trabalho e promovendo a contratação de públicos mais desfavorecidos e o reforço de vínculos laborais mais estáveis e combatendo a segmentação e a precariedade no mercado de trabalho."
POISE-01-3118-FSE-000018,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"01 - Acesso ao emprego para os candidatos a emprego e os inativos, incluindo os desempregados de longa duração e as pessoas afastadas do mercado de trabalho, e através de iniciativas locais de emprego e apoio à mobilidade dos trabalhadores ",Integração de jovens e/ou adultos no mercado laboral - Apoios à Contratação,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2016,31-12-2019,4643874.64,3947293.44,PT,Alentejo,,,,V01102,"Medidas de apoio à contratação que consistem na concessão de um apoio financeiro ao empregador que celebre contrato de trabalho com desempregado inscrito nos serviços de emprego, tendo em vista combater o desemprego, fomentando a criação líquida de postos de trabalho e promovendo a contratação de públicos mais desfavorecidos e o reforço de vínculos laborais mais estáveis e combatendo a segmentação e a precariedade no mercado de trabalho."
POISE-01-3219-FSE-000001,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios para Jovens,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2015,26-12-2017,48589467.9,41301047.72,PT,Centro,,,,V01103,"A medida estágios emprego visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-01-3219-FSE-000002,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios para Jovens,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2015,13-10-2017,55883267.61,47500777.47,PT,Norte,,,,V01103,"A medida estágios emprego visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-01-3219-FSE-000003,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Estágios para Jovens,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2015,08-10-2017,12198044.26,10368337.62,PT,Alentejo,,,,V01103,"A medida estágios emprego visa complementar e desenvolver as competências dos jovens que procuram um primeiro ou um novo emprego, de forma a melhorar o seu perfil de empregabilidade, através da aquisição de novas formações e competências junto das empresas, com vista à criação de emprego, nomeadamente em novas áreas profissionais tendo como objetivo o apoio à transição entre o sistema de qualificações e o mercado de trabalho."
POISE-01-3219-FSE-000004,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Apoios à contratação para jovens,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2015,30-09-2017,15030537.81,12775957.15,PT,Centro,,,,V01103,"Medida de apoio à contratação que consiste na concessão de um apoio financeiro ao empregador que celebre contrato de trabalho com desempregado inscrito nos serviços de emprego, tendo em vista combater o desemprego, fomentando a criação líquida de postos de trabalho e promovendo a contratação de públicos mais desfavorecidos e o reforço de vínculos laborais mais estáveis e combatendo a segmentação e a precariedade no mercado de trabalho."
POISE-01-3219-FSE-000005,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Apoios à contratação para jovens,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2015,21-07-2017,5085939.31,4323048.41,PT,Alentejo,,,,V01103,"Medida de apoio à contratação que consiste na concessão de um apoio financeiro ao empregador que celebre contrato de trabalho com desempregado inscrito nos serviços de emprego, tendo em vista combater o desemprego, fomentando a criação líquida de postos de trabalho e promovendo a contratação de públicos mais desfavorecidos e o reforço de vínculos laborais mais estáveis e combatendo a segmentação e a precariedade no mercado de trabalho."
POISE-01-3219-FSE-000006,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"02 - Integração sustentável dos jovens no mercado de trabalho, em especial os que não trabalham, não estudam, nem se encontram em formação, incluindo os jovens em risco de exclusão social e os jovens de comunidades marginalizadas, inclusive através da execução da Garantia para a Juventude ",Apoios à contratação para jovens,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",01-01-2015,04-08-2017,16528503.1,14049227.64,PT,Norte,,,,V01103,"Medida de apoio à contratação que consiste na concessão de um apoio financeiro ao empregador que celebre contrato de trabalho com desempregado inscrito nos serviços de emprego, tendo em vista combater o desemprego, fomentando a criação líquida de postos de trabalho e promovendo a contratação de públicos mais desfavorecidos e o reforço de vínculos laborais mais estáveis e combatendo a segmentação e a precariedade no mercado de trabalho."
POISE-01-3524-FSE-000002,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",15-01-2014,21-12-2016,2837278.82,2411687.0,PT,Centro,Médio Tejo,Tomar,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desemp. inscritos no SPE,através do desenvolvimento de percursos de formação modular,c/ base em UFCD, preferencial/ do CNQ,p/ a aquisição de competências tecnológicas, pessoais e empreendedoras, q capitalizem, p/ obtenção de uma qualificação profissional;FPCT q complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC q certifiquem competências adqu"
POISE-01-3524-FSE-000003,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",21-01-2014,27-12-2016,2370460.01,2014891.01,PT,Centro,,,,V01106,"Potenciar o regresso ao mercado de trabalho dos desemp. inscritos no SPE, através do desenv. de percursos de formação modular, com base em UFCD do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação prof.; FPCT que complemente o percurso de formação ou as compet. adquiridas em diversos contextos; processos RVCC que certifiquem competências adquiridas por diversas via"
POISE-01-3524-FSE-000004,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",02-01-2014,16-12-2016,3200000.0,2720000.0,PT,Centro,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE através do desenvolvimento de percursos de formação modular, com base em UFCD do CNQ para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC que certifiquem competências"
POISE-01-3524-FSE-000005,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",28-01-2014,13-12-2016,2638147.34,2242425.24,PT,Alentejo,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD  (pref. CNQ), para a aquisição de competências, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC que certifiquem competências adquiridas por diversas vias."
POISE-01-3524-FSE-000006,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",05-02-2014,16-12-2016,1502055.02,1276746.77,PT,Alentejo,,,,V01106,"Visa potenciar regresso mercado de trabalho dos desempregados inscritos SPE,através desenvolvimento de percursos de formação modular,com base em UFCD,preferencialmente do CNQ,para aquisição de comp. tecnológicas,pessoais e empreendedoras,que capitalizem,para obtenção de qualificação profissional;FPCT que complete percurso de formação e/ou compet. adquiridas em diversos contextos;processos RVCC que certifiquem compet. adquiridas por diversas vias"
POISE-01-3524-FSE-000007,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",08-01-2014,14-12-2016,921012.79,782860.87,PT,Alentejo,,,,V01106,"Visa potenciar regresso mercado de trabalho dos desempregados inscritos SPE,através desenvolvimento de percursos de formação modular,com base em UFCD,preferencialmente do CNQ,para aquisição de comp. tecnológicas,pessoais e empreendedoras,que capitalizem,para obtenção de qualificação profissional;FPCT que complete percurso de formação e/ou compet. adquiridas em diversos contextos;processos RVCC que certifiquem compet. adquiridas por diversas vias"
POISE-01-3524-FSE-000008,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",20-01-2014,22-12-2016,2525610.02,2146768.52,PT,Centro,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC que ce"
POISE-01-3524-FSE-000009,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",20-01-2014,26-12-2016,17422185.0,14808857.25,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC que ce"
POISE-01-3524-FSE-000010,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",09-06-2014,22-11-2016,537458.6,456839.81,PT,Norte,Ave,,,V01106,"Visa potenciar o regresso ao Me dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, em UFCD, para a aquisição de competências tecnológicas, pessoais e empreendedoras , para a obtenção de qualificação profissional; FPCT complementar do percurso formativo e das competências adquiridas; processos RVCC que certifiquem competencias adquiridas por diversas vias
  "
POISE-01-3524-FSE-000011,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",29-01-2014,16-12-2016,2428750.0,2064437.5,PT,Centro,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempre. inscritos no SPE, através do desenvolvi de percursos de FM, com base em UFCD do CNQ, para a aquisição de competê. tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC que certifiquem competê. adquiridas por diversas via"
POISE-01-3524-FSE-000012,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",06-01-2014,17-11-2016,1567674.66,1332523.46,PT,Centro,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação,  processos RVCC que certifiquem competências adquiridas por diversas vias"
POISE-01-3524-FSE-000013,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",04-02-2014,30-12-2016,1433809.38,1218737.97,PT,Alentejo,Alto Alentejo,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos e processos RVCC.     "
POISE-01-3524-FSE-000014,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",06-01-2014,19-12-2016,2382640.0,2025244.0,PT,Alentejo,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE,através do desenvolvimento de percursos de FM,com base em UFCD,do CNQ,para a aquisição de competências tecnológicas,pessoais,empreendedoras,que capitalizem,para a obtenção de uma qualificação profissional;FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos;processos RVCC que certifiquem competencias adquiridas."
POISE-01-3524-FSE-000015,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",27-01-2014,12-12-2016,4078056.57,3466348.08,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação; processos RVCC que certifiquem competências adquiridas por diversas vias."
POISE-01-3524-FSE-000016,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",24-01-2014,29-12-2016,2437217.16,2071634.59,PT,Centro,Viseu Dão Lafões,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desemp. inscritos no SPE, através do desenvolv. de percursos de FM, c/base em UFCD, preferencialmente do CNQ, p/a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, p/a obtenção de uma qualif. prof.;FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC que certifiquem compet. adquiridas por diversas vias"
POISE-01-3524-FSE-000017,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",30-01-2014,28-12-2016,1319817.24,1121844.65,PT,Centro,Região de Coimbra,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; "
POISE-01-3524-FSE-000018,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",16-01-2014,22-12-2016,3207545.0,2726413.25,PT,Centro,,,,V01106,"Potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, pelo desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, visando aquisição de competências tecnológicas, pessoais e empreendedoras para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos; processos RVCC que certifiquem compet"
POISE-01-3524-FSE-000020,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",27-10-2014,16-12-2016,166947.34,141905.24,PT,Norte,Ave,Vila Nova de Famalicão,,V01106,"Visa potenciar regresso ao merc trabalho dos desempregados inscritos no SPE, através do desenvolv. de percursos de form modular, c/base em UFCD, preferencialmente do CNQ, para a aquis de compets tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente perc de formação ou as competências adquiridas em diversos contextos; processos RVCC que certifiquem competênc. p/ div. vias"
POISE-01-3524-FSE-000021,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",22-01-2014,16-12-2016,2106125.0,1790206.25,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT complementar ao percurso de formação ou às competências adquiridas em diversos contextos; RVCC; etc."
POISE-01-3524-FSE-000023,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",05-02-2014,31-12-2016,1033801.28,878731.09,PT,Norte,,,,V01106,"Visa potenciar regresso ao mercado de trabalho dos desempregados inscritos no SPE através do desenvolvimento de percursos de formação modular com base em UFCD para aquisição de competências tecnológicas, pessoais e empreendedoras com vista a obtenção de qualificação profissional; FPCT que complemente percurso de formação ou competências adquiridas em diversos contextos; processos RVCC que certifiquem competências adquiridas por diversas vias"
POISE-01-3524-FSE-000024,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",06-02-2014,29-12-2016,5184776.35,4407059.9,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; processos RVCC que certifiquem competências adquiridas por diversas vias.
"
POISE-01-3524-FSE-000025,PO Inclusão Social e Emprego,01 - Promover a sustentabilidade e a qualidade do emprego,85%,08 - Promover a sustentabilidade e a qualidade do emprego e apoiar a mobilidade laboral,"05 - Adaptação dos trabalhadores, das empresas e dos empresários à mudança ",Vida Ativa para desempregados,FSE,"INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL, I.P.",24-02-2014,12-12-2016,1184418.64,1006755.84,PT,Norte,,,,V01106,"Visa potenciar o regresso ao mercado de trabalho dos desempregados inscritos no SPE, através do desenvolvimento de percursos de formação modular, com base em UFCD, preferencialmente do CNQ, para a aquisição de competências tecnológicas, pessoais e empreendedoras, que capitalizem, para a obtenção de uma qualificação profissional; FPCT que complemente o percurso de formação ou as competências adquiridas em diversos contextos."
